id,node1,node2,node_size,link_strength,node_category,detail
446,351,369,6,0.4,2,"Person Id: 351; Gender: Female; Age: 35; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,reading,theater,movies,concerts,music"
447,351,373,6,0.8,2,"Person Id: 351; Gender: Female; Age: 35; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,reading,theater,movies,concerts,music"
448,351,375,6,0.6,2,"Person Id: 351; Gender: Female; Age: 35; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,reading,theater,movies,concerts,music"
449,352,363,4,0.8,6,"Person Id: 352; Gender: Female; Age: 29; Race: Other; Field of Study: Education, Academia; Career: Creative Arts/EntertainmentHobby: exercise,dining,museums,art,concerts,music"
450,352,364,4,0.7,6,"Person Id: 352; Gender: Female; Age: 29; Race: Other; Field of Study: Education, Academia; Career: Creative Arts/EntertainmentHobby: exercise,dining,museums,art,concerts,music"
451,352,369,4,0.6,6,"Person Id: 352; Gender: Female; Age: 29; Race: Other; Field of Study: Education, Academia; Career: Creative Arts/EntertainmentHobby: exercise,dining,museums,art,concerts,music"
452,353,369,2,0.6,2,"Person Id: 353; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: NA"
453,354,362,9,0.8,4,"Person Id: 354; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: sports,tvsports,exercise,dining,tv,theater,movies,concerts,music,shopping"
454,354,364,9,0.7,4,"Person Id: 354; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: sports,tvsports,exercise,dining,tv,theater,movies,concerts,music,shopping"
455,354,365,9,0.7,4,"Person Id: 354; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: sports,tvsports,exercise,dining,tv,theater,movies,concerts,music,shopping"
456,354,366,9,0.8,4,"Person Id: 354; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: sports,tvsports,exercise,dining,tv,theater,movies,concerts,music,shopping"
457,354,368,9,0.7,4,"Person Id: 354; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: sports,tvsports,exercise,dining,tv,theater,movies,concerts,music,shopping"
458,354,369,9,1,4,"Person Id: 354; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: sports,tvsports,exercise,dining,tv,theater,movies,concerts,music,shopping"
459,354,371,9,0.8,4,"Person Id: 354; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: sports,tvsports,exercise,dining,tv,theater,movies,concerts,music,shopping"
460,354,372,9,0.8,4,"Person Id: 354; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: sports,tvsports,exercise,dining,tv,theater,movies,concerts,music,shopping"
461,355,366,2,0.9,4,"Person Id: 355; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
462,356,367,2,0.8,4,"Person Id: 356; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: sports,dining,music"
463,357,368,4,0.6,2,"Person Id: 357; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: exercise,dining,museums,art,reading,theater"
464,357,374,4,1,2,"Person Id: 357; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: exercise,dining,museums,art,reading,theater"
465,357,376,4,0.9,2,"Person Id: 357; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: exercise,dining,museums,art,reading,theater"
466,358,366,3,0.8,2,Person Id: 358; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining
467,358,376,3,1,2,Person Id: 358; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining
468,359,362,4,0.7,4,Person Id: 359; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: International/Humanitarian AffairsHobby: reading
469,359,366,4,0.7,4,Person Id: 359; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: International/Humanitarian AffairsHobby: reading
470,359,369,4,0.9,4,Person Id: 359; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: International/Humanitarian AffairsHobby: reading
471,360,364,5,0.7,6,"Person Id: 360; Gender: Female; Age: 24; Race: Other; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: concerts,music"
472,360,369,5,0.5,6,"Person Id: 360; Gender: Female; Age: 24; Race: Other; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: concerts,music"
473,360,371,5,0.7,6,"Person Id: 360; Gender: Female; Age: 24; Race: Other; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: concerts,music"
474,360,375,5,0.6,6,"Person Id: 360; Gender: Female; Age: 24; Race: Other; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: concerts,music"
475,379,400,3,0.6,4,Person Id: 379; Gender: Female; Age: 38; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
476,379,402,3,0.7,4,Person Id: 379; Gender: Female; Age: 38; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
477,380,406,3,0.6,3,Person Id: 380; Gender: Female; Age: 33; Race: Black/African American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: movies
478,380,409,3,0.7,3,Person Id: 380; Gender: Female; Age: 33; Race: Black/African American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: movies
479,381,409,3,0.7,4,Person Id: 381; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: NA
480,381,414,3,0.8,4,Person Id: 381; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: NA
481,382,404,5,0.8,4,"Person Id: 382; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: exercise,dining,tv,movies"
482,382,406,5,0.8,4,"Person Id: 382; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: exercise,dining,tv,movies"
483,382,408,5,0.6,4,"Person Id: 382; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: exercise,dining,tv,movies"
484,382,414,5,0.8,4,"Person Id: 382; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: exercise,dining,tv,movies"
485,383,397,5,0.8,4,"Person Id: 383; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA"
486,383,400,5,0.65,4,"Person Id: 383; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA"
487,383,404,5,0.9,4,"Person Id: 383; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA"
488,383,412,5,0.7,4,"Person Id: 383; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA"
489,384,398,8,0.9,4,"Person Id: 384; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: UndecidedHobby: museums,art,theater,movies"
490,384,400,8,0.7,4,"Person Id: 384; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: UndecidedHobby: museums,art,theater,movies"
491,384,404,8,0.9,4,"Person Id: 384; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: UndecidedHobby: museums,art,theater,movies"
492,384,407,8,0.6,4,"Person Id: 384; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: UndecidedHobby: museums,art,theater,movies"
493,384,409,8,0.8,4,"Person Id: 384; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: UndecidedHobby: museums,art,theater,movies"
494,384,412,8,0.8,4,"Person Id: 384; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: UndecidedHobby: museums,art,theater,movies"
495,384,414,8,0.8,4,"Person Id: 384; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: UndecidedHobby: museums,art,theater,movies"
496,385,398,8,0.6,4,"Person Id: 385; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,hiking,theater,movies,music"
497,385,404,8,0.8,4,"Person Id: 385; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,hiking,theater,movies,music"
498,385,406,8,0.8,4,"Person Id: 385; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,hiking,theater,movies,music"
499,385,408,8,0.8,4,"Person Id: 385; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,hiking,theater,movies,music"
500,385,409,8,0.8,4,"Person Id: 385; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,hiking,theater,movies,music"
501,385,410,8,0.8,4,"Person Id: 385; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,hiking,theater,movies,music"
502,385,414,8,0.8,4,"Person Id: 385; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,hiking,theater,movies,music"
503,386,397,3,0.8,4,"Person Id: 386; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
504,386,412,3,0.7,4,"Person Id: 386; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
505,387,398,9,1,4,"Person Id: 387; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
506,387,400,9,0.7,4,"Person Id: 387; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
507,387,404,9,0.8,4,"Person Id: 387; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
508,387,407,9,0.7,4,"Person Id: 387; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
509,387,408,9,0.8,4,"Person Id: 387; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
510,387,411,9,0.7,4,"Person Id: 387; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
511,387,412,9,0.7,4,"Person Id: 387; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
512,387,414,9,0.8,4,"Person Id: 387; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
513,388,399,2,0.9,4,"Person Id: 388; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
514,389,398,9,0.8,4,"Person Id: 389; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: hiking,reading,concerts,music"
515,389,400,9,0.7,4,"Person Id: 389; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: hiking,reading,concerts,music"
516,389,401,9,0.6,4,"Person Id: 389; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: hiking,reading,concerts,music"
517,389,404,9,0.9,4,"Person Id: 389; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: hiking,reading,concerts,music"
518,389,408,9,0.7,4,"Person Id: 389; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: hiking,reading,concerts,music"
519,389,409,9,0.6,4,"Person Id: 389; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: hiking,reading,concerts,music"
520,389,410,9,0.8,4,"Person Id: 389; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: hiking,reading,concerts,music"
521,389,413,9,0.8,4,"Person Id: 389; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: hiking,reading,concerts,music"
522,390,404,4,0.6,2,"Person Id: 390; Gender: Female; Age: 30; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,reading"
523,390,414,4,0.5,2,"Person Id: 390; Gender: Female; Age: 30; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,reading"
524,390,415,4,0.5,2,"Person Id: 390; Gender: Female; Age: 30; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,reading"
525,391,410,2,0.7,4,Person Id: 391; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: NA
526,392,398,3,0.7,4,"Person Id: 392; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: museums,reading,movies,music"
527,392,404,3,0.8,4,"Person Id: 392; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: museums,reading,movies,music"
